name,pricing/rate/amount,address,location/lat,location/lng,url
• De Orilla• Beach walking distance,98,"Rincón, Puerto Rico",18.34375,-67.25593,https://www.airbnb.com/rooms/40418286
Posada Colonial dwn back apt,74,"San Juan, Puerto Rico",18.45004,-66.05924,https://www.airbnb.com/rooms/54407
Fortaleza 351,99,"San Juan, Puerto Rico",18.46613,-66.1123,https://www.airbnb.com/rooms/43997577
Dorado Apartment Near The Beach 🏖,100,"Dorado, Puerto Rico",18.46273,-66.27791,https://www.airbnb.com/rooms/53080286
Beach Vacation in Ocean Park,160,"San Juan, Puerto Rico",18.453,-66.056,https://www.airbnb.com/rooms/11990437
Sanitized Tropical Escape - Old San Juan - Netflix,80,"San Juan, Puerto Rico",18.467,-66.117,https://www.airbnb.com/rooms/6544
Vista Mar,100,"Carolina, Puerto Rico",18.44678,-66.03528,https://www.airbnb.com/rooms/29183434
Bright Studio 2Blocks from the beach,75,"San Juan, Puerto Rico",18.45033,-66.05172,https://www.airbnb.com/rooms/48039220
Eclectic Studio in Condado #4,80,"San Juan, Puerto Rico",18.45035,-66.05514,https://www.airbnb.com/rooms/54119126
☼ Beachfront Studio with A/C in Aguada ☼,79,"Aguada, Puerto Rico",18.38,-67.223,https://www.airbnb.com/rooms/36337484
La Coqui's spacious apartment in paradise  (1),78,"Fajardo, Puerto Rico",18.28869,-65.64036,https://www.airbnb.com/rooms/18176043
Marina Luxury Rooms,79,"Fajardo, Puerto Rico",18.33517,-65.63619,https://www.airbnb.com/rooms/54110027
"LoVely 1 bedroom apartment, very centric",78,"San Juan, Puerto Rico",18.41821,-66.05821,https://www.airbnb.com/rooms/42615900
Fun Studio in Condado Center,160,"San Juan, Puerto Rico",18.455,-66.07,https://www.airbnb.com/rooms/51524950
Condado Apartment - Ashford Avenue,158,"San Juan, Puerto Rico",18.45653,-66.06977,https://www.airbnb.com/rooms/7263057
Room w/h Balcony @ Dream Inn PR,159,"San Juan, Puerto Rico",18.452,-66.056,https://www.airbnb.com/rooms/4824762
Awesome View King Bed Beach Studio,155,"Carolina, Puerto Rico",18.4444,-66.02691,https://www.airbnb.com/rooms/47803715
The View Gallery Loft,157,"San Juan, Puerto Rico",18.45386,-66.08692,https://www.airbnb.com/rooms/24948849
Kalea-Beautiful container,100,"Isabela, Puerto Rico",18.49068,-67.07244,https://www.airbnb.com/rooms/49175876
Golden Girls' Beach Adventure: Oceanfront Getaway!,155,"Aguada, Puerto Rico",18.397,-67.191,https://www.airbnb.com/rooms/51844042
Beachfront ★Walk 2 Eat ★ Million $ View ♥ LOCATION,157,"Carolina, Puerto Rico",18.44295,-66.02347,https://www.airbnb.com/rooms/44356311
Carmen & Mario’s apartment in Dorado!,80,"Dorado, Puerto Rico",18.46617,-66.27599,https://www.airbnb.com/rooms/31119948
Walk to the beach at this nice studio by Ca. Loiza,79,"San Juan, Puerto Rico",18.45013,-66.05918,https://www.airbnb.com/rooms/53518465
Sunrise Suite  (#510) @ Condado Lagoon Villas,158,"San Juan, Puerto Rico",18.46166,-66.08556,https://www.airbnb.com/rooms/52861943
BEACH FRONT CONDO GORGEOUS BRAND NEW 1 Bedroom Apt,155,"Carolina, Puerto Rico",18.44321,-66.02427,https://www.airbnb.com/rooms/42687334
Peace of Heavenly Horizon! Close to Beaches,155,"Fajardo, Puerto Rico",18.34187,-65.63582,https://www.airbnb.com/rooms/52300455
"1 Br Tropical Apt near Sea, food & nightlife",75,"San Juan, Puerto Rico",18.449,-66.057,https://www.airbnb.com/rooms/53847289
Lagoon and Ocean View on Ashford Avenue 401,75,"San Juan, Puerto Rico",18.458,-66.07672,https://www.airbnb.com/rooms/70565
Adventurer Hub - 1 Bedroom Apartment with Parking,76,"San Juan, Puerto Rico",18.45436,-66.08862,https://www.airbnb.com/rooms/17455434
Playa Santa Sweet Escape,75,"Guánica, Puerto Rico",17.93464,-66.95573,https://www.airbnb.com/rooms/50304585
In front of Puerto del Rey Marina Studio #1,75,"Fajardo, Puerto Rico",18.29095,-65.64739,https://www.airbnb.com/rooms/14090416
"*Your Own Beach Front Retreat in Luquillo, PR*",126,"Luquillo, Puerto Rico",18.38367,-65.72194,https://www.airbnb.com/rooms/42738377
Off the Grid Villa • West Side • Starboard Studio,125,"Culebra, Puerto Rico",18.30379,-65.30877,https://www.airbnb.com/rooms/24555355
Come To Our Happy Place!! It's waiting for you!,125,"Carolina, Puerto Rico",18.44344,-66.02022,https://www.airbnb.com/rooms/17825982
"Remodeled apartment, couple of blocks from beach",127,"San Juan, Puerto Rico",18.4504,-66.05485,https://www.airbnb.com/rooms/23918867
Breathtaking Ocean view for extreme relaxation.,126,"Fajardo, Puerto Rico",18.343,-65.634,https://www.airbnb.com/rooms/48952446
Vista Bahía Suite,125,"San Juan, Puerto Rico",18.46509,-66.11903,https://www.airbnb.com/rooms/45640318
Beach front! 3 levels! Terrace next to Yunque,128,"Río Grande, Puerto Rico",18.39709,-65.76382,https://www.airbnb.com/rooms/17924984
La Cassita,125,"Rincón, Puerto Rico",18.32539,-67.25012,https://www.airbnb.com/rooms/287240
Palmas Del Mar 2 bedroom 1 bath unit Montecarlo,129,"Humacao, Puerto Rico",18.08387,-65.80101,https://www.airbnb.com/rooms/38389125
Cozy studio apartment steps from the beach !!!,82,"Carolina, Puerto Rico",18.44239,-66.01342,https://www.airbnb.com/rooms/43358076
Beautiful 1 Bedroom Apt in the heart of Condado,84,"San Juan, Puerto Rico",18.4559,-66.07133,https://www.airbnb.com/rooms/48978391
Charming apartment with ocean/beach view@St.Tropez,81,"Carolina, Puerto Rico",18.443,-66.017,https://www.airbnb.com/rooms/47720252
3 Isla Verde Beach 5-min walk| St Tropez,81,"Carolina, Puerto Rico",18.442,-66.017,https://www.airbnb.com/rooms/46688337
San Juan Apartment Near Beach for 4,82,"Carolina, Puerto Rico",18.43852,-66.02134,https://www.airbnb.com/rooms/8592987
At the center of it all Casa Terra Porto #6,84,"San Juan, Puerto Rico",18.464,-66.095,https://www.airbnb.com/rooms/47273239
Enchanted Pool Beach House,128,"Luquillo, Puerto Rico",18.35244,-65.69042,https://www.airbnb.com/rooms/54015905
Corcega Loft Getaway: Modern 2BR/1BA POOL,145,"Rincón, Puerto Rico",18.31913,-67.24443,https://www.airbnb.com/rooms/53354890
Breathtaking views steps away from the beach.,147,"Carolina, Puerto Rico",18.443,-66.021,https://www.airbnb.com/rooms/46082181
Spectacular Ocean view   1 Bedroom 1 Bath Villa,142,"Humacao, Puerto Rico",18.085,-65.797,https://www.airbnb.com/rooms/30819970
Villa Los Cocotes At Aguada Sea Beach,129,"Aguada, Puerto Rico",18.40045,-67.1863,https://www.airbnb.com/rooms/45273602
2BR Sunset Apt in the ♥ of Ocean Park w/Parking,125,"San Juan, Puerto Rico",18.45219,-66.05406,https://www.airbnb.com/rooms/27549931
"Beach Villa at Wyndham Río Mar, Río Grande.",143,"Río Grande, Puerto Rico",18.39064,-65.76298,https://www.airbnb.com/rooms/34594995
★ WOW ★ 10 min ride from Airpt | Location | Garden,125,"San Juan, Puerto Rico",18.4518,-66.04303,https://www.airbnb.com/rooms/23274010
"Ocean View, Pool, & Sandy Secluded Beach",125,"Rincón, Puerto Rico",18.33223,-67.25144,https://www.airbnb.com/rooms/43869334
Ocean Front Condo with access to Pool!,145,"Luquillo, Puerto Rico",18.37409,-65.71489,https://www.airbnb.com/rooms/42348006
Cool Studio + Big Private Deck w Panoramic Views,127,"Fajardo, Puerto Rico",18.36868,-65.62539,https://www.airbnb.com/rooms/49261947
King Studio with a View: The Clouds,143,"Rincón, Puerto Rico",18.368,-67.26,https://www.airbnb.com/rooms/34398980
La Virtud,141,"San Juan, Puerto Rico",18.468,-66.117,https://www.airbnb.com/rooms/5325867
Location! Penthouse Studio C in heart of Condado!,142,"San Juan, Puerto Rico",18.455,-66.069,https://www.airbnb.com/rooms/45828835
"Campomar Villa #3- 1 BR w/Pool, Walk to the Beach",145,"Isabela, Puerto Rico",18.51061,-67.10063,https://www.airbnb.com/rooms/38404235
Kasa Mía with private pool,145,"Aguada, Puerto Rico",18.34607,-67.19235,https://www.airbnb.com/rooms/49267491
Salty Front: Spectacular  Ocean Front Apartment,141,"Vega Baja, Puerto Rico",18.487,-66.39,https://www.airbnb.com/rooms/54209573
"Beach front apartment, Puesta del Sol",141,"Rincón, Puerto Rico",18.32805,-67.2503,https://www.airbnb.com/rooms/13860960
King Studio with a View: The Clouds,143,"Rincón, Puerto Rico",18.366,-67.26,https://www.airbnb.com/rooms/39837628
Beach Haven+Cable Tv+Wi-Fi,129,"Río Grande, Puerto Rico",18.3972,-65.7698,https://www.airbnb.com/rooms/44380972
Vista Larena: Villa in Rio Mar (newly renovated!),144,"Río Grande, Puerto Rico",18.38954,-65.76245,https://www.airbnb.com/rooms/50365126
Kitty's Designers Tiny Home Beach Cottage w/ Pool,145,"Aguada, Puerto Rico",18.405,-67.18,https://www.airbnb.com/rooms/45527952
Villa Olimpicos Rincon,143,"Rincón, Puerto Rico",18.34172,-67.254,https://www.airbnb.com/rooms/36591915
"Birdsongs, Luxurious Private Eco-Getaway of Puntas",147,"Rincón, Puerto Rico",18.35763,-67.2521,https://www.airbnb.com/rooms/52696893
Superb Waterfront Studio in Fajardo,145,"Fajardo, Puerto Rico",18.34078,-65.63423,https://www.airbnb.com/rooms/39502976
Happiness 2 - Beautiful 1 bedroom @ Sandy beach,147,"Rincón, Puerto Rico",18.36925,-67.25863,https://www.airbnb.com/rooms/53725206
"Classic, 3 BR House, Just in the Heart of Miramar",145,"San Juan, Puerto Rico",18.4574,-66.08444,https://www.airbnb.com/rooms/34168952
1st Level Unit Steps to Beach- Cold A/C Everywhere,147,"Luquillo, Puerto Rico",18.38913,-65.72092,https://www.airbnb.com/rooms/38103817
Ocean front Condado studio apartment 8B,143,"San Juan, Puerto Rico",18.45577,-66.07031,https://www.airbnb.com/rooms/33585073
Villa Monarca | Private Rooftop,145,"Humacao, Puerto Rico",18.08,-65.803,https://www.airbnb.com/rooms/52860016
"Casa Blanca, entire 2nd floor, by ocean 1bd/1bt",143,"Rincón, Puerto Rico",18.29878,-67.23167,https://www.airbnb.com/rooms/49636470
Amazing 21st Floor Beachfront Apt.,144,"Luquillo, Puerto Rico",18.382,-65.719,https://www.airbnb.com/rooms/10192003
CasAna Suite 2  - Your home away from home,147,"Carolina, Puerto Rico",18.42694,-66.01438,https://www.airbnb.com/rooms/16922934
Patios de La Cruz,145,"San Juan, Puerto Rico",18.467,-66.117,https://www.airbnb.com/rooms/52718110
"Amazing Ocean View Suite in Fajardo, PR",84,"Fajardo, Puerto Rico",18.34182,-65.63812,https://www.airbnb.com/rooms/44405594
"Modern Studio next to El San Juan Hotel, with pkg.",83,"Carolina, Puerto Rico",18.44178,-66.0197,https://www.airbnb.com/rooms/17227256
"Breeze Point - Apt 1D, Honeymoon Suite",145,"San Juan, Puerto Rico",18.452,-66.051,https://www.airbnb.com/rooms/23958931
"Efficiency studio 4 houses from beach, patio",128,"San Juan, Puerto Rico",18.454,-66.056,https://www.airbnb.com/rooms/14293915
"New Oceanfront Villa w/Pool, Surfing Beach",133,"Aguada, Puerto Rico",18.401,-67.186,https://www.airbnb.com/rooms/42155038
Studio Calle Luna St near plaza de armas - 155CL3,132,"San Juan, Puerto Rico",18.46507,-66.11801,https://www.airbnb.com/rooms/43214709
Ocean Aqua Retreat / POOL / Steps to BEACH,131,"Carolina, Puerto Rico",18.44307,-66.0134,https://www.airbnb.com/rooms/45913657
Mezzanine Suite | Loft style 1 Bedroom in best loc,130,"San Juan, Puerto Rico",18.466,-66.114,https://www.airbnb.com/rooms/26126483
Perfect apt for a stay in San Juan!,131,"San Juan, Puerto Rico",18.459,-66.077,https://www.airbnb.com/rooms/46915805
Elegant Old Town Gem,131,"San Juan, Puerto Rico",18.46356,-66.11638,https://www.airbnb.com/rooms/19523986
Casa Polanco solar powered home with A/C,126,"Aguadilla, Puerto Rico",18.50335,-67.13042,https://www.airbnb.com/rooms/3171729
Grès Suite | Elegant 1 Bedroom in beautiful in Old,130,"San Juan, Puerto Rico",18.466,-66.114,https://www.airbnb.com/rooms/28555355
Dreamy Old San Juan Apartment,130,"San Juan, Puerto Rico",18.46401,-66.11402,https://www.airbnb.com/rooms/26830999
Palmas Del Mar 2 bedroom 1 bath montecarlo16,135,"Humacao, Puerto Rico",18.08423,-65.79857,https://www.airbnb.com/rooms/42119155
La Garita Ocean View,125,"San Juan, Puerto Rico",18.468,-66.112,https://www.airbnb.com/rooms/48468170
Lovely Place,131,"San Juan, Puerto Rico",18.45594,-66.06904,https://www.airbnb.com/rooms/51946049
Efficiency Apartment by the beach,128,"San Juan, Puerto Rico",18.454,-66.056,https://www.airbnb.com/rooms/748067
BEST Location and FRONT BEACH,131,"San Juan, Puerto Rico",18.46126,-66.08079,https://www.airbnb.com/rooms/52880960
Blue Mind Apt.- Ocean Front Bliss-Steps to Marinas,134,"Fajardo, Puerto Rico",18.34455,-65.63507,https://www.airbnb.com/rooms/38386401
Studio by the beach w/patio. Great Location,128,"San Juan, Puerto Rico",18.454,-66.056,https://www.airbnb.com/rooms/900117
Blush Suite | Beautiful 1 Bedroom in best location,130,"San Juan, Puerto Rico",18.466,-66.114,https://www.airbnb.com/rooms/27901416
Apartamento Entero en Condado con vista al Mar,132,"San Juan, Puerto Rico",18.46013,-66.08214,https://www.airbnb.com/rooms/17472036
Casita Mar-Isabela,131,"Isabela, Puerto Rico",18.50551,-67.02868,https://www.airbnb.com/rooms/50920845
Casa de Amistad: Queen Hotel Room for 1-2 People,135,"Vieques, Puerto Rico",18.14987,-65.44091,https://www.airbnb.com/rooms/52769153
�� Isla Verde Apartment 3 minute walk to beach 2B 💫,134,"Carolina , Puerto Rico",18.44236,-66.02669,https://www.airbnb.com/rooms/31994170
Remodeled 3-Story Apartment in Heart of Santurce,131,"San Juan, Puerto Rico",18.44967,-66.0549,https://www.airbnb.com/rooms/23962216
Best Beach/ESJ Studio,131,"Carolina, Puerto Rico",18.44387,-66.01809,https://www.airbnb.com/rooms/19875857
Casa Perla,132,"Quebradillas, Puerto Rico",18.46773,-66.95408,https://www.airbnb.com/rooms/42307583
303 Rincon Front Beach Apartment with pool,135,"Rincón, Puerto Rico",18.34265,-67.2559,https://www.airbnb.com/rooms/52921029
Playas Del Yunque Resort Condo: Pools+Beach Access,132,"Río Grande, Puerto Rico",18.396,-65.764,https://www.airbnb.com/rooms/40147234
Air Conditioned Garden Apt w Roof Deck Views Grill,128,"Fajardo, Puerto Rico",18.36854,-65.62468,https://www.airbnb.com/rooms/49256637
Beach Front Apartment Playa Azul 2,125,"Luquillo, Puerto Rico",18.38,-65.72,https://www.airbnb.com/rooms/7611975
Ocean View Isabela Home private Rooftop with pool,126,"Isabela, Puerto Rico",18.50259,-67.02211,https://www.airbnb.com/rooms/50363158
"★Quiet & Private Getaway★ Wi-fi, A/C, Washer/Dryer",125,"Rincón, Puerto Rico",18.34216,-67.25458,https://www.airbnb.com/rooms/50067971
Studio + Private Deck & Steps from Ocean Park!,129,"San Juan, Puerto Rico",18.451,-66.051,https://www.airbnb.com/rooms/19135243
AAAA - Casa Mary - Playa y Piscina,129,"Rincon, Puerto Rico",18.31809,-67.24415,https://www.airbnb.com/rooms/26657717
Mama Rosa Beach House,129,"Cabo Rojo, Puerto Rico",18.03078,-67.14104,https://www.airbnb.com/rooms/48699503
Yunque Brisas Villa,145,"Río Grande, Puerto Rico",18.38306,-65.7664,https://www.airbnb.com/rooms/3182286
Casa Mi Día Rustic Romantic Cabin with hot tub,145,"Aguada, Puerto Rico",18.36764,-67.13762,https://www.airbnb.com/rooms/36564373
Vibrant Modern Apartment in The Heart of Condado,141,"San Juan, Puerto Rico",18.456,-66.076,https://www.airbnb.com/rooms/23452865
"""Flip Flops Playa Azul 3 Luquillo Beach Apartment""",145,"Luquillo, Puerto Rico",18.38184,-65.72091,https://www.airbnb.com/rooms/49224141
"Comfy beach apt 2B2B Walk to Beach/El Yunque, WIFI",144,"Río Grande, Puerto Rico",18.39632,-65.76323,https://www.airbnb.com/rooms/15494001
Comfortable Beach Hideout by Scenic Coast Road 187,129,"Loíza , Puerto Rico",18.43174,-65.84713,https://www.airbnb.com/rooms/37836096
"Charming Private Home in Bo. Puntas, Rincon, PR",143,"Rincón, Puerto Rico",18.35984,-67.2576,https://www.airbnb.com/rooms/15949990
Location! Location! Location!,126,"San Juan, Puerto Rico",18.46569,-66.12052,https://www.airbnb.com/rooms/39195774
"El Legado Golf Resort: Pool ,Golf Club,Restaurant",125,"Guayama, Puerto Rico",17.98593,-66.18417,https://www.airbnb.com/rooms/52891688
Off the Grid Villa • West Side • Port Studio,125,"Culebra, Puerto Rico",18.30233,-65.31003,https://www.airbnb.com/rooms/24553688
Traveler's Rooftop a 5 min drive to Jobos Beach,147,"Isabela, Puerto Rico",18.49906,-67.0735,https://www.airbnb.com/rooms/53294635
MY BEAUTIFUL SUMMER,145,"San Juan, Puerto Rico",18.406,-65.995,https://www.airbnb.com/rooms/51540337
Caribbean Paradise I,125,"Isabela, Puerto Rico",18.50823,-67.03382,https://www.airbnb.com/rooms/42178810
Beach Apartment with Battery Backup,125,"Luquillo, Puerto Rico",18.38159,-65.72235,https://www.airbnb.com/rooms/35967684
Oceanfront/Pool/Access beach/Villa Caracol,145,"Aguada, Puerto Rico",18.4,-67.186,https://www.airbnb.com/rooms/46689342
Table Rock Surf Villa,142,"Aguada, Puerto Rico",18.40283,-67.1832,https://www.airbnb.com/rooms/50100108
Cozy Townhouse,125,"Rincón, Puerto Rico",18.34408,-67.25718,https://www.airbnb.com/rooms/8649589
Beachlovers DREAM Boutique Suite: STAY*LOVE*PLAY,146,"Isabela, Puerto Rico",18.514,-67.082,https://www.airbnb.com/rooms/19208551
Mar Azul Penthouse,129,"Aguada, Puerto Rico",18.37993,-67.22092,https://www.airbnb.com/rooms/46158924
"Melody of Ocean waves and Sea breezes, Apt 3",145,"Fajardo, Puerto Rico",18.343,-65.632,https://www.airbnb.com/rooms/34435768
Walking distance from beach | High Speed Internet,132,"San Juan, Puerto Rico",18.45081,-66.05667,https://www.airbnb.com/rooms/23944215
"Beautiful 1BR Apt, Free Parking, Walk to the BEACH",135,"San Juan, Puerto Rico",18.452,-66.061,https://www.airbnb.com/rooms/26770289
The Yado “宿”,145,"Rincon, Puerto Rico",18.34475,-67.25821,https://www.airbnb.com/rooms/38695148
Glam 2 BR apt steps from the beach,131,"San Juan, Puerto Rico",18.45041,-66.06107,https://www.airbnb.com/rooms/53069660
Apt Big Private Deck Caribbean Sea Views & AC,126,"Fajardo, Puerto Rico",18.3683,-65.62444,https://www.airbnb.com/rooms/49288005
Balcony 🌀Oceanview⚪️👇🏻click now 🔵best spot,141,"Fajardo, Puerto Rico",18.34144,-65.63757,https://www.airbnb.com/rooms/51489858
WALK TO THE BEACH CONDADO ROLAND BUILDING,144,"San Juan, Puerto Rico",18.45349,-66.06872,https://www.airbnb.com/rooms/31646106
Cozy Beach Apartment,135,"Luquillo, Puerto Rico",18.38361,-65.7221,https://www.airbnb.com/rooms/45207983
Azure Suite | Beautiful 1 Bedroom in best location,130,"San Juan, Puerto Rico",18.466,-66.114,https://www.airbnb.com/rooms/28456918
Hidden Suite Córcega,132,"Rincón , Puerto Rico",18.31878,-67.24564,https://www.airbnb.com/rooms/26135044
Beach Lover's Heaven,143,"Luquillo, Puerto Rico",18.38311,-65.74934,https://www.airbnb.com/rooms/2734899
Paca’sVilla at Carolina +Pool Area+Jacuzzi,133,"Carolina, Puerto Rico",18.39945,-65.95722,https://www.airbnb.com/rooms/29931147
"♥ Sun, Sand & Sea Culebra Villa Mar ✹King Bed",130,"Culebra, Puerto Rico",18.311,-65.295,https://www.airbnb.com/rooms/12569338
Beacon Terrace Nearby Rio Mar,130,"Río Grande, Puerto Rico",18.385,-65.769,https://www.airbnb.com/rooms/43653644
Tropical Hideaway a short walk to Isla Verde beach,132,"Carolina, Puerto Rico",18.4442,-66.03121,https://www.airbnb.com/rooms/49845589
Sea Beach Village,135,"Rincón, Puerto Rico",18.33623,-67.25228,https://www.airbnb.com/rooms/41747024
Myrna's Beach Getaway-Free Parking WIFI,132,"Carolina, Puerto Rico",18.444,-66.01,https://www.airbnb.com/rooms/37592176
"Truly Oceanfront  Apt 3/1  Gorgeous Views, Kayaks",135,"Rincón, Puerto Rico",18.296,-67.218,https://www.airbnb.com/rooms/6164624
Homey & Spacious Apt ✿  Close to Ocean Park Beach,135,"San Juan, Puerto Rico",18.452,-66.054,https://www.airbnb.com/rooms/16266324
Beautiful Ocean Front Villa!! Pool/Gated,132,"Aguada, Puerto Rico",18.4,-67.186,https://www.airbnb.com/rooms/44507746
Experience The Real Puerto Rico 30 min from OSJ,134,"Luquillo, Puerto Rico",18.3807,-65.72196,https://www.airbnb.com/rooms/52573876
"Beachfront Studio-H, Centered on Sandy Beach",142,"Rincon, Puerto Rico",18.371,-67.258,https://www.airbnb.com/rooms/24777187
Amazing Views 3BR king bed wifi great Nightlife,132,"San Juan, Puerto Rico",18.448,-66.081,https://www.airbnb.com/rooms/53862875
"Beach Studio, Kitchenette, great location",135,"Vieques, Puerto Rico",18.09568,-65.47811,https://www.airbnb.com/rooms/2360194
Luna Suite at ESJ | Brand new 1 bedroom apartment,134,"Carolina, Puerto Rico",18.445,-66.017,https://www.airbnb.com/rooms/53012514
Stunning 3 bedroom apartment near the Party & Sea,133,"San Juan, Puerto Rico",18.451,-66.057,https://www.airbnb.com/rooms/53939589
Blue Sunflower,132,"San Juan, Puerto Rico",18.45088,-66.06052,https://www.airbnb.com/rooms/38825779
Tropical Style New! 3B1B / TERRACE+BBQ,146,"San Juan, Puerto Rico",18.4506,-66.05483,https://www.airbnb.com/rooms/52012443
CB10- One bedroom with ocean view & balcony,133,"Carolina, Puerto Rico",18.44221,-66.02046,https://www.airbnb.com/rooms/15549259
Open Concept Great Ocean View,125,"San Juan, Puerto Rico",18.45603,-66.0714,https://www.airbnb.com/rooms/50086532
Casa Trópico #2 with Private Jacuzzi,124,"Aguada, Puerto Rico",18.3474,-67.18836,https://www.airbnb.com/rooms/45134619
Relaxing View at a 3 Bedroom Marina Condo,145,"Fajardo, Puerto Rico",18.34339,-65.63762,https://www.airbnb.com/rooms/53894653
"Hipster area steps to beach, with parking!",146,"San Juan, Puerto Rico",18.44914,-66.05899,https://www.airbnb.com/rooms/15845760
Villa Valeria II,130,"Maunabo, Puerto Rico",17.99103,-65.88727,https://www.airbnb.com/rooms/25292447
Poblado Beach and fun shack,134,"Cabo Rojo, Puerto Rico",18.02575,-67.17623,https://www.airbnb.com/rooms/36790747
Villa Peligallo: Unique Oceanfront Retreat,128,"Camuy, Puerto Rico",18.48797,-66.87204,https://www.airbnb.com/rooms/25570307
Pool Front 2BR 2Bath Villa,130,"Humacao, Puerto Rico",18.09446,-65.79282,https://www.airbnb.com/rooms/38295216
2bd Apt with deck and ocean views,134,"Rincón, Puerto Rico",18.29846,-67.22689,https://www.airbnb.com/rooms/46107315
Best location 3 Bdrm Apt.,135,"San Juan, Puerto Rico",18.45202,-66.05873,https://www.airbnb.com/rooms/3185945
Salt Vibes Beach House II,135,"Aguadilla, Puerto Rico",18.4366,-67.15686,https://www.airbnb.com/rooms/52512771
La Casita by Poblado (Solar Powered & Bikes Incld),130,"Cabo Rojo, Puerto Rico",18.02605,-67.16808,https://www.airbnb.com/rooms/46576417
Romantic Honeymoon Garden (Studio) PRIVATE,133,"Rincón, Puerto Rico",18.37055,-67.25717,https://www.airbnb.com/rooms/36106254
"Casa Clementina Studio - Pool, 5-min Walk to Beach",135,"Aguadilla, Puerto Rico",18.4611,-67.16311,https://www.airbnb.com/rooms/52022582
2BR Waves Apt in the ♥ of Ocean Park w/ Parking,130,"San Juan, Puerto Rico",18.45164,-66.05314,https://www.airbnb.com/rooms/27394272
***SPECTACULAR Beach Apartment in Hidden Paradise***,134,"Loiza, Puerto Rico",18.42731,-65.84217,https://www.airbnb.com/rooms/35267563
Botanica House by the Lagoon,135,"San Juan, Puerto Rico",18.457,-66.085,https://www.airbnb.com/rooms/24937650
A Rainbow of Heaven in the Caribbean,130,"San Juan, Puerto Rico",18.456,-66.073,https://www.airbnb.com/rooms/26278650
Bohio Buye,134,"Cabo Rojo, Puerto Rico",18.0481,-67.19928,https://www.airbnb.com/rooms/52793888
101 Luxury Double Queen Suites w/ Ocean View,133,"Culebra, Puerto Rico",18.31281,-65.29236,https://www.airbnb.com/rooms/51706988
"Gated 2/3br, 2ba Condo w A/C, Water View  & Pool!",129,"Aguadilla, Puerto Rico",18.455,-67.159,https://www.airbnb.com/rooms/51975387
Casa Magnolia Esperanza,135,"Vieques, Puerto Rico",18.10119,-65.47653,https://www.airbnb.com/rooms/33167029
Beachfront studio apartment 44 steps to beach!,83,"Carolina, Puerto Rico",18.44644,-66.01643,https://www.airbnb.com/rooms/7989315
"Cozy Blue Apartment, steps to the Beach.",85,"Dorado, Puerto Rico",18.47708,-66.26436,https://www.airbnb.com/rooms/50893712
Ocean Park | Steps to Beach | Apt 7,81,"San Juan, Puerto Rico",18.454,-66.057,https://www.airbnb.com/rooms/17463045
Luxury 1BR APT in Santurce/La Placita - 5 min walk,81,"San Juan, Puerto Rico",18.446,-66.07,https://www.airbnb.com/rooms/48880223
Stay at the Yunque’s National Skirt,84,"Río Grande , Puerto Rico",18.354,-65.769,https://www.airbnb.com/rooms/31226574
"COZY OCEAN VIEW APARTMENT, Apt. 2A",84,"Fajardo , Puerto Rico",18.34401,-65.63113,https://www.airbnb.com/rooms/7162636
"Studio (1) Steps from beach, clean, cozy.",82,"San Juan, Puerto Rico",18.453,-66.063,https://www.airbnb.com/rooms/27467769
Blue Beach Getaway,85,"Luquillo, Puerto Rico",18.379,-65.718,https://www.airbnb.com/rooms/813821972095450600
Luxurious & Comfy @ La Finca Queen Relax,81,"Fajardo, Puerto Rico",18.33,-65.639,https://www.airbnb.com/rooms/34195216
Blue Beach House -Walking distance to Beach!,145,"Rincón, Puerto Rico",18.345,-67.259,https://www.airbnb.com/rooms/42403173
"#2 Clean-Affordable, Steps to Jobos & Shack beach",145,"Isabela, Puerto Rico",18.51412,-67.08191,https://www.airbnb.com/rooms/5866945
PH-3B Luxury Renewed Cute & Cozy 3 Bed @ Condado,141,"San Juan, Puerto Rico",18.45153,-66.06896,https://www.airbnb.com/rooms/52417821
Perfect Beach Retreat for your Beach vacation,141,"Luquillo, Puerto Rico",18.38267,-65.72241,https://www.airbnb.com/rooms/41886743
Wood Cabin on a Farm w/ Lake Access,144,"Guayama, Puerto Rico",18.06289952,-66.09197315,https://www.airbnb.com/rooms/48939649
Villa Gabriella,142,"Maunabo, Puerto Rico",17.992,-65.888,https://www.airbnb.com/rooms/43986872
Casa Villa vista al mar. Solo para los huéspedes.,143,"Arecibo, Puerto Rico",18.46005,-66.75633,https://www.airbnb.com/rooms/49058921
Villa Hermina,145,"Quebradillas, Puerto Rico",18.47473,-66.9068,https://www.airbnb.com/rooms/47361212
apartamento cerca de Condado y c/ Loiza Santurce,141,"San Juan, Puerto Rico",18.44793,-66.05983,https://www.airbnb.com/rooms/53459747
Penamar Ocean Club Apartment,141,"Fajardo, Puerto Rico",18.345,-65.637,https://www.airbnb.com/rooms/34125361
Ocean View in a central apartment w/ pool and gym,142,"Fajardo, Puerto Rico",18.34341,-65.6397,https://www.airbnb.com/rooms/51021230
#3 Clean-Affordable Steps to Jobos beach & Rests.,145,"Isabela, Puerto Rico",18.51315,-67.09223,https://www.airbnb.com/rooms/6090745
Affordable luxury in Ocean Park,141,"San Juan, Puerto Rico",18.45167,-66.05565,https://www.airbnb.com/rooms/2032085
